"id","code","name"
"giro_000397","46201","Venta al por mayor de materias primas agrícolas"
"giro_000398","46202","Venta al por mayor de productos de la silvicultura"
"giro_000399","46203","Venta al por mayor de productos pecuarios y de granja"
"giro_000400","46211","Venta de productos para uso agropecuario"
"giro_000401","46291","Venta al por mayor de granos básicos (cereales, leguminosas)"
"giro_000402","46292","Venta al por mayor de semillas mejoradas para cultivo"
"giro_000403","46293","Venta al por mayor de café oro y uva"
"giro_000404","46294","Venta al por mayor de caña de azúcar"
"giro_000405","46295","Venta al por mayor de flores, plantas y otros productos naturales"
"giro_000406","46296","Venta al por mayor de productos agrícolas"
"giro_000407","46297","Venta al por mayor de ganado bovino (vivo)"
"giro_000408","46298","Venta al por mayor de animales porcinos, ovinos, caprino, canículas, apícolas, avícolas vivos"
"giro_000409","46299","Venta de otras especies vivas del reino animal"
"giro_000410","46301","Venta al por mayor de alimentos"
"giro_000411","46302","Venta al por mayor de bebidas"
"giro_000412","46303","Venta al por mayor de tabaco"
"giro_000413","46371","Venta al por mayor de frutas, hortalizas (verduras), legumbres y tubérculos"
"giro_000414","46372","Venta al por mayor de pollos, gallinas destazadas, pavos y otras aves"
"giro_000415","46373","Venta al por mayor de carne bovina y porcina, productos de carne y embutidos"
"giro_000416","46374","Venta al por mayor de huevos"
"giro_000417","46375","Venta al por mayor de productos lácteos"
"giro_000418","46376","Venta al por mayor de productos farináceos de panadería (pan dulce, cakes, repostería, etc.)"
"giro_000419","46377","Venta al por mayor de pastas alimenticias, aceites y grasas comestibles vegetal y animal"
"giro_000420","46378","Venta al por mayor de sal comestible"
"giro_000421","46379","Venta al por mayor de azúcar"
"giro_000422","46391","Venta al por mayor de abarrotes (vinos, licores, productos alimenticios envasados, etc.)"
"giro_000423","46392","Venta al por mayor de aguas gaseosas"
"giro_000424","46393","Venta al por mayor de agua purificada"
"giro_000425","46394","Venta al por mayor de refrescos y otras bebidas, líquidas o en polvo"
"giro_000426","46395","Venta al por mayor de cerveza y licores"
